,1106,1136,1144,1170,1172,1174,1176,1204,1232,1236,1296,1298,1330,1332,Cut,DS,Module,Percentage,Range,SubDS
1,-1.07858562568e-11,-6.02163558007e-12,-6.17619469692e-12,-9.54961156434e-12,-8.78921300549e-12,-9.77155539832e-12,-9.73417553243e-12,-9.1084603365e-12,-9.9939100318e-12,-8.69016082268e-12,-8.4498098292e-12,-9.34658678539e-12,-1.1062681706e-11,-8.37969227579e-12,pol3,4,2,5,Continuum,10
2,1.55606593994e-11,9.27066717373e-12,1.79615058851e-11,2.05539822114e-11,8.47933386211e-12,1.19636396041e-11,1.43747319757e-11,1.89263133774e-11,2.70921791949e-11,1.72961908001e-11,8.11076202481e-12,1.03175048748e-11,1.81200628687e-11,8.84064040922e-12,pol3,4,2,90,Continuum,10
3,2.28304732031e-11,1.42823585498e-11,2.5463425294e-11,2.86388287347e-11,1.236302826e-11,1.92087046049e-11,2.32023319543e-11,3.02636752078e-11,3.85023721423e-11,2.59993738908e-11,1.22003621729e-11,1.57900800729e-11,2.75837957379e-11,1.2911942782e-11,pol3,4,2,95,Continuum,10
4,4.4498635612e-11,2.84262756854e-11,4.13179574672e-11,4.89686183229e-11,2.60398300613e-11,4.36388059684e-11,5.35609562574e-11,5.81875347056e-11,6.31948353846e-11,4.64480955817e-11,3.2216565034e-11,3.38748176646e-11,4.89973193381e-11,2.58239362958e-11,pol3,4,2,99,Continuum,10
0,79.4042162105,65.3565048521,56.8473881254,56.2978859353,63.0978303264,58.9161293836,58.5015600749,70.8446273421,62.7147213622,70.2394230428,62.1489667485,65.8978746608,58.4827278992,64.4856460586,fitSlo,4,2,1,Peak,10
1,87.1008662266,66.3151813041,66.1478431596,62.8103009064,66.6068484239,72.7914499522,64.4306770593,77.5304268454,63.4115962797,78.4627754426,63.7154006666,77.8284722471,73.5236576552,69.7176751823,fitSlo,4,2,5,Peak,10
2,111.931725207,89.5262130926,97.2261955964,88.3307149459,110.596873406,100.344021149,120.458341336,112.693199487,86.0948748418,101.684053435,117.585174204,114.095719775,95.4379197182,123.848099719,fitSlo,4,2,90,Peak,10
3,132.731005608,109.354223171,122.612028141,107.634732877,140.085908774,125.217435782,164.71496454,137.181356651,102.541122893,117.692043404,142.681445274,132.428371117,114.27339955,160.1871456,fitSlo,4,2,95,Peak,10
4,191.303428499,167.446328942,190.501341075,170.076772289,203.004706459,180.802115926,282.138884312,214.861281389,154.684788589,163.07352166,230.579496053,186.818185322,167.308855254,250.495439764,fitSlo,4,2,99,Peak,10
0,66.3804130999,53.2993366418,50.657922174,48.3429582973,50.1238190893,54.2326607128,46.184480835,54.751989778,52.1817901791,63.8766142565,46.4064200045,47.9830703003,52.3509761417,52.7115512586,fitSlo,4,2,1,Continuum,10
1,78.6003011512,61.5225470684,60.6753867468,56.7680846239,59.3892767838,66.4475818559,57.502550374,68.862124087,59.5443371608,74.9157709077,56.577528434,64.4357209032,65.7549560598,61.9432885567,fitSlo,4,2,5,Continuum,10
2,480.30698336,545.670445415,1067.02664629,738.741666322,212.514328827,390.268487913,523.921147175,745.675982691,988.243481437,566.953435372,156.348072305,315.423529631,571.834355331,227.451642616,fitSlo,4,2,90,Continuum,10
3,685.211483004,810.243302618,1306.15321996,923.921326473,326.083003789,653.935090533,755.751353068,1080.13342464,1266.92371719,729.734219889,330.505999097,471.492200266,835.74499931,362.735878022,fitSlo,4,2,95,Continuum,10
4,1084.1731179,1322.94259617,1791.91946574,1323.01840644,686.589489952,1117.13995977,1549.01487399,1622.7322258,1680.00959784,973.484411877,942.53460479,885.123566267,1252.42935141,706.912722289,fitSlo,4,2,99,Continuum,10
0,1.61597395775,1.71597992367,1.64544410104,1.58378585921,1.5560720861,1.48882642288,1.57213172023,1.69732629025,1.73637954649,1.65503267069,1.59622531156,1.66003036479,1.68134840688,1.6645972624,riseNoise,4,2,1,Peak,10
1,1.77281986075,1.85544764004,1.86233893657,1.81117868862,1.75977630716,1.7496113149,1.80135259226,1.80543691562,1.92070257763,1.79684167417,1.7763647297,1.81398164537,1.82882595938,1.81620789585,riseNoise,4,2,5,Peak,10
2,2.35464657145,2.68863453389,2.70465840982,2.68049500586,2.57320271888,2.64734065985,2.62124892089,2.46899691267,2.76061779521,2.35166123156,2.6199157648,2.52082083331,2.41583130847,2.49036224642,riseNoise,4,2,90,Peak,10
3,2.43361186701,2.78418681016,2.8071551854,2.78592476871,2.68930717252,2.80657677308,2.74118182297,2.5579229803,2.87096252871,2.43247711527,2.73514855186,2.63190543996,2.50498819247,2.58885216168,riseNoise,4,2,95,Peak,10
4,2.62972348016,3.05805507674,2.98567445092,2.97641718111,2.88374157692,3.23684800718,2.96401573572,2.75360546923,3.05254562291,2.59410888267,3.02087882999,2.88795315362,2.67056526277,2.75778972468,riseNoise,4,2,99,Peak,10
0,0.971951324376,1.00170133807,0.971678957875,0.92650529733,0.900080984121,0.895888406905,0.922730656604,0.963705574642,0.946065385163,0.956640239477,1.03309654758,1.01575704754,0.969161241134,0.97275088876,riseNoise,4,2,1,Continuum,10
1,1.03278393639,1.0628319262,1.02936601256,1.00384591501,0.997200742987,1.05102223819,1.01609278238,1.01437363614,1.01860159534,1.02139908384,1.10234057398,1.08141240109,1.01526980547,1.02090771346,riseNoise,4,2,5,Continuum,10
2,1.412039296,1.49812627356,1.43966012283,1.3918316007,1.40045328674,1.64405051604,1.41730113212,1.31264369454,1.45967499079,1.40466308104,1.71425724159,1.58889480123,1.3179185735,1.33827111747,riseNoise,4,2,90,Continuum,10
3,1.49184121714,1.6127287201,1.56543681584,1.46865917946,1.47624780755,1.76413504512,1.5043780096,1.35867227089,1.53913208708,1.46929292372,1.87608773766,1.70521104842,1.36697023769,1.3879173285,riseNoise,4,2,95,Continuum,10
4,1.69147684279,2.00123519136,2.0238259881,1.64706846501,1.68603162531,2.04911397066,1.75958527906,1.45500263359,1.70350313216,1.5955855704,2.1743696975,1.94716048876,1.4801569528,1.49614606855,riseNoise,4,2,99,Continuum,10
